latitude,longitude,radius,addition_date,geohash
-6.131057739,106.8125153,0.075,07/12/2022,
-6.247787476,106.7562103,0.075,07/12/2022,
-6.400222778,107.4112701,0.075,07/12/2022,
-6.131057739,106.9045258,0.075,07/12/2022,
-6.261520386,106.853714,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-6.113204956,106.8894196,0.075,07/12/2022,
-6.113204956,106.8894196,0.075,07/12/2022,
-6.304092407,106.9484711,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-7.332687378,109.2363739,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.221694946,106.7809296,0.075,07/12/2022,
-6.131057739,106.8125153,0.075,07/12/2022,
-6.275253296,106.9649506,0.075,07/12/2022,
-6.898727417,109.6181488,0.075,07/12/2022,
-6.953659058,107.6433563,0.075,07/12/2022,
-6.131057739,106.8125153,0.075,07/12/2022,
-6.37550354,107.8246307,0.075,07/12/2022,
-6.415328979,106.8070221,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.898727417,107.6433563,0.075,07/12/2022,
-6.177749634,106.7987823,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.99760437,110.411911,0.075,07/12/2022,
-6.173629761,106.7699432,0.075,07/12/2022,
-6.214828491,106.9210052,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-7.262649536,112.7574921,0.075,07/12/2022,
-6.166763306,106.8619537,0.075,07/12/2022,
-6.485366821,107.0363617,0.075,07/12/2022,
-6.220321655,107.0789337,0.075,07/12/2022,
-6.37550354,107.8246307,0.075,07/12/2022,
-7.262649536,112.7574921,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-6.221694946,106.7809296,0.075,07/12/2022,
-6.221694946,106.7809296,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.993484497,107.6392365,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-6.810836792,107.4785614,0.075,07/12/2022,
-6.177749634,106.7987823,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.131057739,106.8125153,0.075,07/12/2022,
-6.264266968,106.7246246,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.895980835,109.6593475,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.390609741,106.8015289,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-7.70072937,114.0113068,0.075,07/12/2022,
-6.898727417,109.6181488,0.075,07/12/2022,
-6.162643433,107.0404816,0.075,07/12/2022,
-6.216201782,106.9361115,0.075,07/12/2022,
-6.102218628,106.9223785,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.273880005,106.9649506,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.490859985,106.7960358,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.164016724,106.8619537,0.075,07/12/2022,
-6.131057739,106.844101,0.075,07/12/2022,
-6.135177612,106.8427277,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-6.235427856,107.0349884,0.075,07/12/2022,
-6.301345825,107.2945404,0.075,07/12/2022,
-6.489486694,106.7974091,0.075,07/12/2022,
-7.909469604,112.6284027,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-7.191238403,107.8850555,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-6.166763306,106.8619537,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.166763306,106.8619537,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-6.214828491,106.9210052,0.075,07/12/2022,
-6.147537231,106.7836761,0.075,07/12/2022,
-6.935806274,107.7285004,0.075,07/12/2022,
-6.264266968,106.7246246,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-7.699356079,114.0113068,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-7.866897583,112.6902008,0.075,07/12/2022,
-6.992111206,106.5557098,0.075,07/12/2022,
-6.390609741,106.7932892,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.164016724,106.8619537,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.14616394,106.8564606,0.075,07/12/2022,
-6.247787476,106.7562103,0.075,07/12/2022,
-6.216201782,106.9361115,0.075,07/12/2022,
-6.485366821,107.0363617,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.868515015,107.5939178,0.075,07/12/2022,
-6.733932495,107.438736,0.075,07/12/2022,
-6.114578247,106.905899,0.075,07/12/2022,
-6.177749634,106.7987823,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.114578247,106.905899,0.075,07/12/2022,
-7.332687378,109.2363739,0.075,07/12/2022,
-7.70072937,114.0113068,0.075,07/12/2022,
-6.181869507,106.6216278,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-6.895980835,109.6593475,0.075,07/12/2022,
-6.411209106,106.8688202,0.075,07/12/2022,
-6.596603394,106.7836761,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-6.415328979,106.8070221,0.075,07/12/2022,
-6.409835815,106.9800568,0.075,07/12/2022,
-6.898727417,107.6433563,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.291732788,106.7987823,0.075,07/12/2022,
-6.216201782,106.9361115,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.993484497,107.6392365,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.221694946,106.7809296,0.075,07/12/2022,
-6.221694946,106.7809296,0.075,07/12/2022,
-6.221694946,106.7809296,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.596603394,106.7836761,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.434555054,106.8029022,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.390609741,106.8015289,0.075,07/12/2022,
-6.434555054,106.8029022,0.075,07/12/2022,
-6.390609741,106.8015289,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.264266968,106.7246246,0.075,07/12/2022,
-7.717208862,114.0003204,0.075,07/12/2022,
-7.717208862,114.0003204,0.075,07/12/2022,
-7.717208862,114.0003204,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.390609741,106.7932892,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.898727417,109.6181488,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.894607544,107.5554657,0.075,07/12/2022,
-6.898727417,107.6433563,0.075,07/12/2022,
-6.181869507,106.6216278,0.075,07/12/2022,
-6.164016724,106.8619537,0.075,07/12/2022,
-6.166763306,106.8619537,0.075,07/12/2022,
-6.390609741,106.8015289,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.409835815,106.9800568,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.434555054,106.8029022,0.075,07/12/2022,
-7.866897583,112.6902008,0.075,07/12/2022,
-6.953659058,107.6433563,0.075,07/12/2022,
-6.843795776,107.4854279,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.434555054,106.8029022,0.075,07/12/2022,
-6.489486694,106.7960358,0.075,07/12/2022,
-6.894607544,107.5554657,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-7.866897583,112.6902008,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.37550354,107.8246307,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.489486694,106.7974091,0.075,07/12/2022,
-7.717208862,114.0003204,0.075,07/12/2022,
-7.717208862,114.0003204,0.075,07/12/2022,
-7.717208862,114.0003204,0.075,07/12/2022,
-6.935806274,107.7285004,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.843795776,107.4854279,0.075,07/12/2022,
-6.868515015,107.5939178,0.075,07/12/2022,
-6.814956665,106.7191315,0.075,07/12/2022,
-6.390609741,106.8015289,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.489486694,106.7974091,0.075,07/12/2022,
-6.166763306,106.8619537,0.075,07/12/2022,
-6.486740112,106.7974091,0.075,07/12/2022,
-6.220321655,107.0789337,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.390609741,106.8015289,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.221694946,106.7809296,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-7.909469604,112.6284027,0.075,07/12/2022,
-3.420181274,115.994339,0.075,07/12/2022,
-6.135177612,106.8427277,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.490859985,106.7960358,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.260147095,106.7685699,0.075,07/12/2022,
-6.173629761,106.7699432,0.075,07/12/2022,
-7.264022827,112.7574921,0.075,07/12/2022,
-6.236801147,106.9992828,0.075,07/12/2022,
-6.490859985,106.7960358,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.810836792,107.4785614,0.075,07/12/2022,
-6.181869507,106.6216278,0.075,07/12/2022,
-6.195602417,106.9333649,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.485366821,107.0363617,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.490859985,106.7960358,0.075,07/12/2022,
-6.166763306,106.8619537,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.489486694,106.7974091,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.434555054,106.8029022,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.275253296,106.9649506,0.075,07/12/2022,
-6.992111206,106.5557098,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.201095581,106.8427277,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.177749634,106.7987823,0.075,07/12/2022,
-6.596603394,106.7836761,0.075,07/12/2022,
-6.895980835,109.6593475,0.075,07/12/2022,
-6.411209106,106.8647003,0.075,07/12/2022,
-7.323074341,108.2091522,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.131057739,106.8125153,0.075,07/12/2022,
-6.992111206,106.5557098,0.075,07/12/2022,
-6.164016724,106.8619537,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.301345825,107.2945404,0.075,07/12/2022,
-6.201095581,106.8427277,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.201095581,106.8427277,0.075,07/12/2022,
-6.181869507,106.6216278,0.075,07/12/2022,
-6.301345825,107.2945404,0.075,07/12/2022,
-6.301345825,107.2945404,0.075,07/12/2022,
-6.301345825,107.2945404,0.075,07/12/2022,
-6.113204956,106.8894196,0.075,07/12/2022,
-6.390609741,106.8015289,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.489486694,106.7974091,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-3.602828979,115.9270477,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.166763306,106.8619537,0.075,07/12/2022,
-6.304092407,106.9484711,0.075,07/12/2022,
-7.266769409,112.7492523,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.131057739,106.844101,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.114578247,106.905899,0.075,07/12/2022,
-6.114578247,106.905899,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-7.909469604,112.6284027,0.075,07/12/2022,
-6.164016724,106.8619537,0.075,07/12/2022,
-6.489486694,106.7974091,0.075,07/12/2022,
-6.945419312,107.6296234,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.162643433,107.0404816,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.953659058,107.6433563,0.075,07/12/2022,
-6.304092407,106.9484711,0.075,07/12/2022,
-6.13243103,106.8125153,0.075,07/12/2022,
-7.264022827,112.7574921,0.075,07/12/2022,
-6.434555054,106.8029022,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-7.283248901,112.6613617,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.301345825,107.2945404,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.261520386,106.853714,0.075,07/12/2022,
-6.415328979,106.8070221,0.075,07/12/2022,
-6.489486694,106.7974091,0.075,07/12/2022,
-6.489486694,106.7974091,0.075,07/12/2022,
-7.266769409,112.7492523,0.075,07/12/2022,
-7.266769409,112.7492523,0.075,07/12/2022,
-6.166763306,106.8619537,0.075,07/12/2022,
-7.332687378,109.2363739,0.075,07/12/2022,
-6.490859985,106.7960358,0.075,07/12/2022,
-6.415328979,106.8070221,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.301345825,107.2945404,0.075,07/12/2022,
-6.301345825,107.2945404,0.075,07/12/2022,
-6.301345825,107.2945404,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.490859985,106.7960358,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-7.191238403,107.8850555,0.075,07/12/2022,
-7.726821899,114.1335297,0.075,07/12/2022,
-6.898727417,109.6181488,0.075,07/12/2022,
-7.262649536,112.7574921,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.415328979,106.8029022,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.260147095,106.7685699,0.075,07/12/2022,
-6.900100708,107.5293732,0.075,07/12/2022,
-6.257400513,107.1269989,0.075,07/12/2022,
-6.99760437,110.411911,0.075,07/12/2022,
-6.810836792,107.4785614,0.075,07/12/2022,
-6.926193237,107.6213837,0.075,07/12/2022,
-6.490859985,106.7960358,0.075,07/12/2022,
-6.415328979,106.8070221,0.075,07/12/2022,
-6.490859985,106.7960358,0.075,07/12/2022,
-6.264266968,106.7246246,0.075,07/12/2022,
-6.304092407,106.9484711,0.075,07/12/2022,
-6.291732788,106.7987823,0.075,07/12/2022,
-6.223068237,106.9470978,0.075,07/12/2022,
-6.486740112,106.7974091,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-7.866897583,112.6902008,0.075,07/12/2022,
-6.264266968,106.7246246,0.075,07/12/2022,
-6.177749634,106.7987823,0.075,07/12/2022,
-7.266769409,112.7492523,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.390609741,106.7932892,0.075,07/12/2022,
-7.262649536,112.7574921,0.075,07/12/2022,
-6.177749634,106.7987823,0.075,07/12/2022,
-6.880874634,109.6675873,0.075,07/12/2022,
-6.489486694,106.7974091,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.992111206,106.5557098,0.075,07/12/2022,
-6.814956665,106.7191315,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.195602417,106.9333649,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-6.415328979,106.8070221,0.075,07/12/2022,
-6.223068237,106.9470978,0.075,07/12/2022,
-6.993484497,107.6392365,0.075,07/12/2022,
-6.260147095,106.7685699,0.075,07/12/2022,
-6.191482544,106.8784332,0.075,07/12/2022,
-6.236801147,106.9992828,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.147537231,106.7850494,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-6.214828491,106.9210052,0.075,07/12/2022,
-6.810836792,107.4785614,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.177749634,106.7987823,0.075,07/12/2022,
-6.102218628,106.9223785,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.214828491,106.9210052,0.075,07/12/2022,
-6.13243103,106.8125153,0.075,07/12/2022,
-6.268386841,106.8811798,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-6.945419312,107.6296234,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-7.283248901,112.6613617,0.075,07/12/2022,
-7.191238403,107.8850555,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.898727417,109.6181488,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-6.236801147,106.9992828,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.898727417,109.6181488,0.075,07/12/2022,
-6.135177612,106.8427277,0.075,07/12/2022,
-6.935806274,107.7285004,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.898727417,109.6181488,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.324691772,106.8701935,0.075,07/12/2022,
-7.717208862,114.0003204,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.489486694,106.7974091,0.075,07/12/2022,
-6.393356323,106.8413544,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.113204956,106.8894196,0.075,07/12/2022,
-6.131057739,106.9045258,0.075,07/12/2022,
-6.131057739,106.8125153,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.898727417,109.6181488,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-7.283248901,112.6613617,0.075,07/12/2022,
-6.264266968,106.7246246,0.075,07/12/2022,
-6.275253296,106.9649506,0.075,07/12/2022,
-6.453781128,106.8647003,0.075,07/12/2022,
-6.992111206,106.5557098,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.411209106,106.8647003,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-6.434555054,106.8029022,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-6.900100708,107.5293732,0.075,07/12/2022,
-7.191238403,107.8850555,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.236801147,106.9992828,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.37550354,107.8246307,0.075,07/12/2022,
-7.283248901,112.6613617,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-3.420181274,115.994339,0.075,07/12/2022,
-6.400222778,107.4112701,0.075,07/12/2022,
-6.131057739,106.9045258,0.075,07/12/2022,
-6.257400513,107.1269989,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.490859985,106.7960358,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.131057739,106.9045258,0.075,07/12/2022,
-6.135177612,106.8427277,0.075,07/12/2022,
-7.191238403,107.8850555,0.075,07/12/2022,
-6.415328979,106.8070221,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-6.898727417,109.6181488,0.075,07/12/2022,
-6.177749634,106.7987823,0.075,07/12/2022,
-6.264266968,106.7246246,0.075,07/12/2022,
-6.489486694,106.7960358,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.434555054,106.8029022,0.075,07/12/2022,
-6.264266968,106.7246246,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-6.390609741,106.8015289,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-6.214828491,106.9210052,0.075,07/12/2022,
-6.131057739,106.8125153,0.075,07/12/2022,
-6.260147095,106.7685699,0.075,07/12/2022,
-6.113204956,106.8894196,0.075,07/12/2022,
-7.909469604,112.6284027,0.075,07/12/2022,
-6.131057739,106.844101,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.415328979,106.8070221,0.075,07/12/2022,
-6.941299438,107.6639557,0.075,07/12/2022,
-7.191238403,107.8850555,0.075,07/12/2022,
-7.717208862,114.0003204,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.147537231,106.7850494,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.183242798,106.9470978,0.075,07/12/2022,
-6.173629761,106.7699432,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-7.262649536,112.7574921,0.075,07/12/2022,
-6.257400513,107.1269989,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-7.866897583,112.6902008,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.298599243,106.8784332,0.075,07/12/2022,
-6.268386841,106.8811798,0.075,07/12/2022,
-6.147537231,106.7836761,0.075,07/12/2022,
-6.868515015,107.5939178,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-7.191238403,107.8850555,0.075,07/12/2022,
-6.147537231,106.7850494,0.075,07/12/2022,
-6.415328979,106.8070221,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.164016724,106.8701935,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.113204956,106.8894196,0.075,07/12/2022,
-7.909469604,112.6284027,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.223068237,106.9470978,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.489486694,106.7960358,0.075,07/12/2022,
-6.898727417,107.6433563,0.075,07/12/2022,
-7.909469604,112.6284027,0.075,07/12/2022,
-6.897354126,106.8166351,0.075,07/12/2022,
-6.181869507,106.6216278,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-7.262649536,112.7574921,0.075,07/12/2022,
-6.191482544,106.8784332,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.733932495,107.438736,0.075,07/12/2022,
-6.264266968,106.7246246,0.075,07/12/2022,
-6.596603394,106.7836761,0.075,07/12/2022,
-6.264266968,106.7246246,0.075,07/12/2022,
-6.486740112,106.7974091,0.075,07/12/2022,
-6.221694946,106.7809296,0.075,07/12/2022,
-6.221694946,106.7809296,0.075,07/12/2022,
-6.221694946,106.7809296,0.075,07/12/2022,
-6.13243103,106.8125153,0.075,07/12/2022,
-6.13243103,106.8125153,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.166763306,106.8619537,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.135177612,106.8427277,0.075,07/12/2022,
-7.866897583,112.6902008,0.075,07/12/2022,
-6.99760437,110.411911,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.301345825,107.2945404,0.075,07/12/2022,
-5.411453247,105.2606964,0.075,07/12/2022,
-6.147537231,106.7836761,0.075,07/12/2022,
-6.390609741,106.8015289,0.075,07/12/2022,
-6.400222778,107.4112701,0.075,07/12/2022,
-6.880874634,109.6675873,0.075,07/12/2022,
-6.554031372,107.8191376,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.177749634,106.7987823,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.109085083,106.7411041,0.075,07/12/2022,
-6.945419312,107.6296234,0.075,07/12/2022,
-6.935806274,107.7285004,0.075,07/12/2022,
-6.187362671,107.0418549,0.075,07/12/2022,
-6.953659058,107.6433563,0.075,07/12/2022,
-6.330184937,107.0061493,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.164016724,106.8770599,0.075,07/12/2022,
-6.143417358,106.8248749,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.895980835,109.6593475,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.183242798,106.9470978,0.075,07/12/2022,
-3.420181274,115.994339,0.075,07/12/2022,
-6.490859985,106.7960358,0.075,07/12/2022,
-6.411209106,106.8660736,0.075,07/12/2022,
-6.880874634,109.6675873,0.075,07/12/2022,
-7.726821899,114.1335297,0.075,07/12/2022,
